"cartodb_id","the_geom","the_geom_webmercator","uid","pubdate","volcano_name","country_name","description","sources"
1493,"0101000020E61000009CC420B0728063402B8716D9CE574940","0101000020110F0000B90096701690704104B889650C0C5941","50.686_156.014_2020-02-19T01:57:47Z","2020-02-19T01:57:47Z","Ebeko","Russia","\nVolcanologists in Severo-Kurilsk (Paramushir Island), about 7 km E of Ebeko, observed explosions during 12-13 February that sent ash plumes up to 1.5 km (5,000 ft) a.s.l. Ash plumes drifted E and caused ashfall in Severo-Kurilsk. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
1494,"0101000020E6100000B81E85EB51B856C01904560E2DF22C40","0101000020110F0000EF69586ACD4B63C1A655CD247BD93841","14.473_-90.880_2020-02-19T01:57:47Z","2020-02-19T01:57:47Z","Fuego","Guatemala","\nINSIVUMEH reported that there were 8-16 explosions per hour recorded at Fuego during 12-18 February, generating ash plumes that rose as high as 1.1 km above the crater rim and generally drifted 10-22 km SW and W. Ashfall was reported in several areas downwind including Santa Sofía (12 km SW), Morelia (9 km SW), Panimaché I and II (8 km SW), Finca Palo Verde, San Pedro Yepocapa (8 km NW), Sangre de Cristo (8 km WSW), El Porvenir (8 km ENE), Alotenángo (8 km ENE), and La Soledad (11 km N). Explosions sometimes produced shock waves that rattled houses in communities within an 8-km radius. Incandescent material was ejected 150-500 m high and caused avalanches of material that occasionally traveled long distances (reaching vegetated areas) down the Seca (W), Taniluyá (SW), Ceniza (SSW), Trinidad (S), Honda, and Las Lajas (SE) ravines. Lava flows in the Ceniza drainage were 700-800 m long during 13-17 February and lengthened to 1.2 km during 17-18 February. \n"," Instituto Nacional de Sismologia, Vulcanologia, Meteorologia, e Hidrologia (INSIVUMEH)\n"
1495,"0101000020E6100000B81E85EB51E85F40022B8716D9CEF73F","0101000020110F000070AC84535B196B41E8F26F34F0380441","1.488_127.630_2020-02-19T01:57:47Z","2020-02-19T01:57:47Z","Ibu","Indonesia","\nPVMBG reported that on 16 February an ash plume from Ibu rose at least 800 m above the summit (6,800 ft a.s.l.) and drifted W. The Darwin VAAC stated that on 17 February an ash plume rose to 2.1 km (7,000 ft) a.s.l. and drifted SE. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to stay at least 2 km away from the active crater, and 3.5 km away on the N side.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
1496,"0101000020E610000037894160E5505940F4FDD478E926FBBF","0101000020110F00003B554D1D3A80654131D4E969461007C1","-1.697_101.264_2020-02-19T01:57:47Z","2020-02-19T01:57:47Z","Kerinci","Indonesia","\nPVMBG reported that at 0600 on 16 February and at 0048 on 17 February brown ash emissions rose 400 m above Kerinci?s summit and drifted SW. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to remain outside of the 3-km exclusion zone.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
1497,"0101000020E6100000068195438B146440BA490C022B074C40","0101000020110F0000547E3D9ADD0D714167218EF028E05C41","56.056_160.642_2020-02-19T01:57:47Z","2020-02-19T01:57:47Z","Klyuchevskoy","Russia","\nKVERT reported that Strombolian activity at Klyuchevskoy was visible during 7-14 February, and a thermal anomaly was identified in satellite images those same days. The Aviation Color Code remained at Orange.\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
1498,"0101000020E6100000068195438B9C5B40295C8FC2F5281EC0","0101000020110F0000B36B5D0F51736741D4A280486CB029C1","-7.540_110.446_2020-02-19T01:57:47Z","2020-02-19T01:57:47Z","Merapi","Indonesia","\nPVMBG reported that during 7-12 February white plumes rose as high as 400 m above Merapi?s summit lava dome. The volume of the dome was an estimated 407,000 cubic meters on 12 February based on drone photos, similar to 19 November 2019 measurements. An eruption at 0516 on 13 February lasted two and a half minutes and produced an ash plume that rose about 2 km above the summit and drifted NW. Ashfall was reported in areas within a 10-km radius especially to the S, including the villages of Hargobinangun, Glagaharjo, and Kepuharjo. Video of the event showed incandescent material being ejected above the lava dome and lightning in the ash cloud. The Alert Level remained at 2 (on a scale of 1-4), and residents were warned to stay outside of the 3-km exclusion zone.\n"," Balai Penyelidikan dan Pengembangan Teknologi Kebencanaan Geologi (BPPTKG),Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
1499,"0101000020E61000008716D9CEF79B6140AC1C5A643B3F3B40","0101000020110F000028BA45BE3CE96D41AB661996DE104841","27.247_140.874_2020-02-19T01:57:47Z","2020-02-19T01:57:47Z","Nishinoshima","Japan","\nBased on satellite images and a pilot observation, the Tokyo VAAC reported that on 15 February an ash plume from Nishinoshima rose to 3 km (10,000 ft) a.s.l. and drifted E.\n"," Tokyo Volcanic Ash Advisory Center (VAAC) \n"
1514,"0101000020E61000006DE7FBA9F1466040C520B07268713E40","0101000020110F0000747C3E44F9A56B41EF0076B4562A4B41","30.443_130.217_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Kuchinoerabujima","Japan","\nJMA reported that very small eruptive events recorded at Kuchinoerabujima?s Shindake Crater during 20-21 February generated whitish plumes that rose 200 m above the crater rim. No changes were observed during field visits on those two days. Sulfur dioxide emissions were 400-600 tons per day during 20-23 February. The Alert Level remained at 3 (the middle level on a scale of 1-5).\n"," Japan Meteorological Agency (JMA) \n"
1500,"0101000020E6100000E7FBA9F1D29553C00AD7A3703D0A00C0","0101000020110F000042B54D073EA260C157CC2B2B49400BC1","-2.005_-78.341_2020-02-19T01:57:47Z","2020-02-19T01:57:47Z","Sangay","Ecuador","\nIG reported that a permanent monitoring station located near the base of Sangay was repaired during 26 January-1 February and had begun to again transmit data in real time. The technician reported constant ash emissions during the expedition. A high level of activity persisted at Sangay during 12-18 February, though weather clouds often prevented visual confirmation. Ash, steam, and gas plumes rose 570-870 m above the summit and drifted W and SW according to Washington VAAC advisories. A webcam recorded lava blocks descending the SE flank on 17 February. \n"," Instituto Geofísico-Escuela Politécnica Nacional (IG) \n"
1501,"0101000020E6100000EC51B81E852B6440DD24068195534C40","0101000020110F0000C5E98C10612171412AF92EC84C555D41","56.653_161.360_2020-02-19T01:57:47Z","2020-02-19T01:57:47Z","Sheveluch","Russia","\nKVERT reported that a thermal anomaly over Sheveluch was identified in satellite images during 7-14 February. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
1502,"0101000020E6100000022B8716D936604017D9CEF753A33D40","0101000020110F00002464B80DA28A6B411451883C27604A41","29.638_129.714_2020-02-19T01:57:47Z","2020-02-19T01:57:47Z","Suwanosejima","Japan","\nJMA reported that during 7-14 February incandescence from Suwanosejima?s Ontake Crater was visible nightly. Very small eruptions during 9-10 February produced ash plumes that rose 700 m above the crater rim. Rumbling and ashfall was reported in a village 4 km SSW. The Alert Level remained at 2 (on a 5-level scale).\n"," Japan Meteorological Agency (JMA) \n"
1503,"0101000020E6100000643BDF4F8D3F5E401B2FDD2406012C40","0101000020110F00003C1EC9E499B06941517B01012E063841","14.002_120.993_2020-02-19T01:57:47Z","2020-02-19T01:57:47Z","Taal","Philippines","\nOn 14 February PHIVOLCS lowered the Alert Level for Taal to 2 (on a scale of 0-5) noting a decline in the number of volcanic earthquakes, stabilizing ground deformation of the caldera and Volcano Island, and diffuse steam-and-gas emission that continued to rise no higher than 300 m above the main vent during the past three weeks. During 14-18 February sulfur dioxide emissions ranged from values below detectable limits to a high of 58 tonnes per day (on 16 February). According to the Disaster Response Operations Monitoring and Information Center (DROMIC) there were a total of 5,321 people in 21 evacuation centers, and an additional 195,987 people were staying at other locations as of 19 February. PHIVOLCS recommended no entry onto Volcano Island.\n"," Disaster Response Operations Monitoring and Information Center (DROMIC),Philippine Institute of Volcanology and Seismology (PHIVOLCS) \n"
1504,"0101000020E61000006666666666B651C0CFF753E3A59B30C0","0101000020110F0000B2920D7B22165EC18AB76C3D299D3CC1","-16.608_-70.850_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Huaynaputina","Peru","\nIGP reported that during 11 and 20-21 February small- to moderate-sized lahars descended the El Volcán drainage, on the S flank of Huaynaputina, and traveled to within 500 m of Quinistaquillas, in the province of Sánchez Cerro, Moquegua region. \n"," Instituto Geofísico del Perú (IGP)\n"
1505,"0101000020E610000037894160E59036C0CDCCCCCCCCEC4F40","0101000020110F000030F88AD0512A43C1E1761EE5C3C26141","63.850_-22.566_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Reykjanes","Iceland","\nOn 25 February IMO reported that seismic activity at Reykjanes, in an area N of the town of Grindavík, had significantly decreased during the previous few days, and inflation was not detected in GPS and InSAR data. The Aviation Color Code was lowered to Green. Preliminary data suggested a small deflation signal beginning mid-February, though further analysis was needed for confirmation. The report warned the public not to explore lava tubes in the Eldvörp area as gas measurements showed a dangerous level of oxygen depletion; there are no pre-unrest measurements existing for comparison.\n"," Icelandic Met Office (IMO)\n"
1506,"0101000020E6100000F0A7C64B371156C091ED7C3F35DE2A40","0101000020110F0000C6274084E1BD62C197860BA2EF073741","13.434_-88.269_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","San Miguel","El Salvador","\nSNET reported that local observers of San Miguel reported a series of rumbling noises that occurred from 1900 on 20 February to 0750 on 21 February. The report noted an increase in amplitude of microearthquakes and minor gas emissions form the main crater. Sulfur dioxide levels had also increased. Beginning at 1055 on 22 February an ash emission that lasted 10 minutes long resulted in a small gas-and-ash plume that rose 400 m above the crater rim. Minor ashfall was reported in the area of Piedra Azul, 5 km SW. RSAM peaked at 510 units during the period of emissions, above the normal values of 150, as recorded by station VSM located on the upper N flank. The number of low-amplitude tremor events increased after a quiet period of about 11 hours and were associated with gas emissions; RSAM was 33-97 units and minor gas plumes were visible rising 400 m during 23-24 February. \n"," Servicio Nacional de Estudios Territoriales (SNET) \n"
1507,"0101000020E6100000C3F5285C8F726640D7A3703D0AF74940","0101000020110F0000CCA981228E1073413BAC1C9C65E45941","51.930_179.580_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Semisopochnoi","United States","\nAVO reported that intermittent, low-level tremor was detected at Semisopochnoi during 19-25 February. Brief periods of elevated tremor were recorded during 19-20 February. The Aviation Color Code remained at Orange and the Volcano Alert Level remained at Watch.\n"," US Geological Survey Alaska Volcano Observatory (AVO)\n"
1508,"0101000020E61000001B2FDD24065560402B8716D9CE973F40","0101000020110F000024A9ACD6E3BD6B41807FC8A9194E4C41","31.593_130.657_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Aira","Japan","\nJMA reported that during 17-25 February there were 34 explosions and 19 non-explosive eruptive events detected by the Minamidake Crater (at Aira Caldera?s Sakurajima volcano) seismic network. Ash plumes rose as high as 2.4 km above the crater rim and material was ejected 600-1,100 m away from the crater. Crater incandescence was visible every night. The sulfur dioxide emission rate was elevated at 1,900 tons/day on 20 February. The Alert Level remained at 3 (on a 5-level scale).\n"," Japan Meteorological Agency (JMA) \n"
1509,"0101000020E6100000F0A7C64B37F95F404A0C022B8716FB3F","0101000020110F00000A9493DEB4276B41106F73A15A020741","1.693_127.894_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Dukono","Indonesia","\nBased on satellite and wind model data, the Darwin VAAC reported that during 18-25 February ash plumes from Dukono rose to 2.1-2.4 km (7,000-8,000 ft) a.s.l. and drifted in multiple directions. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to remain outside of the 2-km exclusion zone.\n"," Darwin Volcanic Ash Advisory Centre (VAAC),Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
1510,"0101000020E61000009CC420B0728063402B8716D9CE574940","0101000020110F0000B90096701690704104B889650C0C5941","50.686_156.014_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Ebeko","Russia","\nVolcanologists in Severo-Kurilsk (Paramushir Island), about 7 km E of Ebeko, observed explosions during 18-19 February that sent ash plumes up to 2.3 km (7,500 ft) a.s.l. Ash plumes drifted SE. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
1511,"0101000020E6100000B81E85EB51E85F40022B8716D9CEF73F","0101000020110F000070AC84535B196B41E8F26F34F0380441","1.488_127.630_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Ibu","Indonesia","\nThe Darwin VAAC reported that on 18, 20, and 22 February ash plumes from Ibu rose to 1.8-2.1 km (6,000-7,000 ft) a.s.l. and drifted SE, S, and SW. PVMBG stated that at 1113 on 20 February a white-to-gray ash plume rose at least 400 m above the summit (6,800 ft a.s.l.) and drifted SE. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to stay at least 2 km away from the active crater, and 3.5 km away on the N side.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
1515,"0101000020E6100000068195438B9C5B40295C8FC2F5281EC0","0101000020110F0000B36B5D0F51736741D4A280486CB029C1","-7.540_110.446_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Merapi","Indonesia","\nPVMBG reported that the volume of Merapi?s summit lava dome decreased after the 13 February eruption which produced a 2-km-tall ash plume, ejected material within 1 km, and caused ashfall within a 10-km radius. The dome volume the day before the event was estimated at 407,000 cubic meters, and afterwards (19 February) was reduced to 291,000 cubic meters. Visual observations during 17-23 February were mostly hindered due to inclement weather conditions, though on 18 February a white plume was seen rising 100 m above the summit. The Alert Level remained at 2 (on a scale of 1-4), and residents were warned to stay outside of the 3-km exclusion zone.\n"," Balai Penyelidikan dan Pengembangan Teknologi Kebencanaan Geologi (BPPTKG),Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
1516,"0101000020E6100000D578E92631D851C0C976BE9F1A6F42C0","0101000020110F0000233149A7884F5EC1C7D00DE81CDD50C1","-36.868_-71.378_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Nevados de Chillan","Chile","\nSERNAGEOMIN reported that during 18-22 February white-and-gray plumes from Nevados de Chillán?s Nicanor Crater generally rose as high as 1.9 km above the rim and drifted mainly SE. An explosion recorded at 1924 on 19 February generated an ash plume that rose 2 km. White plumes rose 100 m during 23-25 February. The volcano Alert Level remained at Orange, the second highest level on a four-color scale. ONEMI maintained an Alert Level Yellow (the middle level on a three-color scale) for the communities of Pinto, Coihueco, and San Fabián, and stated that the public should stay at least 3 km away from the crater on the SW flank and 5 km away on the ENE flank.\n"," Servicio Nacional de Geología y Minería (SERNAGEOMIN)\n"
1517,"0101000020E61000002B8716D9CEA758C0D9CEF753E3053340","0101000020110F0000A1BF45DA9EF064C1693564FD25764041","19.023_-98.622_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Popocatepetl","Mexico","\nCENAPRED reported that during an overflight of Popocatépetl on 18 February volcanologists noted no significant morphological changes at the summit crater; the inner crater was 350 m in diameter and 100-150 m deep, and the crater floor was covered with tephra. Each day during 18-25 February there were 130-263 steam-and-gas emissions from the summit crater. As many as nine low- to moderate-level explosions were recorded each day, generating gas plumes with minor amounts of ash that drifted N, NW, and SW. An explosion at 1737 on 19 February produced an ash plume that rose 1.2 km above the crater rim and drifted NW, and ejected incandescent material onto the flanks. The Alert Level remained at Yellow, Phase Two (middle level on a three-color scale).\n"," Centro Nacional de Prevencion de Desastres (CENAPRED)\n"
1518,"0101000020E6100000448B6CE7FB6953C083C0CAA145B6B3BF","0101000020110F000055BB104C027D60C199DA443BCDBDC0C0","-0.077_-77.656_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Reventador","Ecuador","\nIG reported that during 18-24 January seismic data from Reventador?s network indicated a high level of seismic activity, including explosions, long-period earthquakes, and signals indicating emissions. Daily gas-and-ash plumes rose as high as 1.3 km above the crater rim and drifted NW, W, and SW. Incandescent blocks rolled 600-700 m down the flanks during 18-21 February. Weather sometimes prevented views of the summit area.\n"," Instituto Geofísico-Escuela Politécnica Nacional (IG) \n"
1519,"0101000020E61000005EBA490C023B5C409EEFA7C64B3720C0","0101000020110F0000C86B4271E6F96741021C1B0C0CA32BC1","-8.108_112.922_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Semeru","Indonesia","\nPVMBG reported that during 17-23 February eruptive events at Semeru generated ash plume that rose around 400 m above the summit. The Alert Level remained at 2 (on a scale of 1-4).\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
1520,"0101000020E6100000EC51B81E852B6440DD24068195534C40","0101000020110F0000C5E98C10612171412AF92EC84C555D41","56.653_161.360_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Sheveluch","Russia","\nKVERT reported that a thermal anomaly over Sheveluch was identified in satellite images during 15-21 February. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
1521,"0101000020E6100000022B8716D936604017D9CEF753A33D40","0101000020110F00002464B80DA28A6B411451883C27604A41","29.638_129.714_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Suwanosejima","Japan","\nJMA reported that during 14-21 February incandescence from Suwanosejima?s Ontake Crater was visible nightly. An eruption on 19 February produced a grayish-white ash plume that rose 1.6 km above the crater rim. Ashfall was reported in Toshima village, 4 km SSW. The Alert Level remained at 2 (on a 5-level scale).\n"," Japan Meteorological Agency (JMA) \n"
1522,"0101000020E6100000643BDF4F8D3F5E401B2FDD2406012C40","0101000020110F00003C1EC9E499B06941517B01012E063841","14.002_120.993_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","Taal","Philippines","\nPHIVOLCS reported that during 19-24 February steam plumes rose 50-100 m above the vent and drifted SW. Sulfur dioxide emissions were below detectable limits during 19-20 February. According to the Disaster Response Operations Monitoring and Information Center (DROMIC) there were a total of 4,113 people in 15 evacuation centers, and an additional 191,451 people were staying at other locations as of 25 February. PHIVOLCS recommended no entry onto Volcano Island, the area defined as the Permanent Danger Zone.\n"," Disaster Response Operations Monitoring and Information Center (DROMIC),Philippine Institute of Volcanology and Seismology (PHIVOLCS) \n"
1523,"0101000020E6100000F6285C8FC2256640C3F5285C8FC242C0","0101000020110F00007B5E0F3654CF7241D7469B84173651C1","-37.520_177.180_2020-02-26T02:26:10Z","2020-02-26T02:26:10Z","White Island","New Zealand","\nOn 19 February GeoNet reported that White island remained at an elevated state of unrest, confirmed by two overflights of the island for visual observations and data collection. Results from a gas data showed a steady decline on both carbon dioxide and sulfur dioxide flux, though levels were still slightly elevated. Thermal infrared data indicated that the fumarolic gases and the five lobes of lava in the main vent remained very hot at 660 degrees Celsius. A small pond of water had formed in the vent area and small-scale jetting was occurring, similar to September-December 2019 activity. The Volcanic Alert Level remained at 2 and the Aviation Color Code remained at Yellow.\n"," GeoNet \n"
1525,"0101000020E61000005C8FC2F5280466C07D3F355EBA094A40","0101000020110F0000885D9DDECAB272C14B1A58BA2DFE5941","52.076_-176.130_2020-03-04T02:10:50Z","2020-03-04T02:10:50Z","Great Sitkin","United States","\nAVO reported that seismicity at Great Sitkin had increased during the previous month and by 26 February was above background levels; the Aviation Color Code was raised to Yellow and the Volcano Alert Level was raised to Advisory. No eruptive activity was evident in geophysical or satellite data. \n"," US Geological Survey Alaska Volcano Observatory (AVO)\n"
1526,"0101000020E6100000068195438B9C5B40295C8FC2F5281EC0","0101000020110F0000B36B5D0F51736741D4A280486CB029C1","-7.540_110.446_2020-03-04T02:10:50Z","2020-03-04T02:10:50Z","Merapi","Indonesia","\nBPPTKG reported that at 0522 on 3 March an eruption at Merapi produced an ash plume that rose 6 km above the crater rim and pyroclastic flows that descended the SSE flank less than 2 km. The ash plume drifted mainly NE and caused ashfall within 10 km, particularly in areas to the N including Musuk and Cepogo Boyolali. Video of the event showed incandescent material being ejected above the summit and lightning in the ash cloud. The report noted that there were no clear precursors for the eruption. The Alert Level remained at 2 (on a scale of 1-4), and residents were warned to stay outside of the 3-km exclusion zone.\n"," Balai Penyelidikan dan Pengembangan Teknologi Kebencanaan Geologi (BPPTKG)\n"
1527,"0101000020E6100000F0A7C64B371156C091ED7C3F35DE2A40","0101000020110F0000C6274084E1BD62C197860BA2EF073741","13.434_-88.269_2020-03-04T02:10:50Z","2020-03-04T02:10:50Z","San Miguel","El Salvador","\nSNET reported that during 23-28 February activity at San Miguel was low. An increase in the number of very small-magnitude earthquakes was recorded by the VSM seismic station located on the upper N flank. RSAM values were between 45 and 75 units, lower than the normal values of 150.\n"," Servicio Nacional de Estudios Territoriales (SNET) \n"
1528,"0101000020E61000005EBA490C023B5C409EEFA7C64B3720C0","0101000020110F0000C86B4271E6F96741021C1B0C0CA32BC1","-8.108_112.922_2020-03-04T02:10:50Z","2020-03-04T02:10:50Z","Semeru","Indonesia","\nPVMBG reported that during February and 1-2 March gray eruptive plumes rose 200-500 m above Semeru?s summit. Beginning on 26 February incandescent material was ejected 10-50 m above the Jonggring-Seloko Crater, and by 2 March lava flows had traveled 500-1,000 m down the Kembar, Bang, and Kobokan drainages (on the S flank). The Alert Level remained at 2 (on a scale of 1-4), and the public was reminded to stay outside of the general 1-km radius from the summit and 4 km on the SSE flank. \n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
1529,"0101000020E6100000FCA9F1D24D2E6540D578E926318833C0","0101000020110F00000A691A1C2AFD7141629BC2C463EB40C1","-19.532_169.447_2020-03-04T02:10:50Z","2020-03-04T02:10:50Z","Yasur","Vanuatu","\nBased on webcam images, satellite data, and pilot observations the Wellington VAAC reported that during 2-3 March low-level ash plumes from Yasur rose to an altitude of 1.5 km (5,000 ft) a.s.l. and drifted W and NW.\n"," Wellington Volcanic Ash Advisory Center (VAAC) \n"
1530,"0101000020E61000001B2FDD24065560402B8716D9CE973F40","0101000020110F000024A9ACD6E3BD6B41807FC8A9194E4C41","31.593_130.657_2020-03-04T02:10:50Z","2020-03-04T02:10:50Z","Aira","Japan","\nJMA reported that during 25 February-2 March there were six explosions and three non-explosive eruptive events detected by the Minamidake Crater (at Aira Caldera?s Sakurajima volcano) seismic network. Ash plumes rose as high as 2.6 km above the crater rim and material was ejected 600-1,300 m away from the crater. Crater incandescence was visible every night. The Alert Level remained at 3 (on a 5-level scale).\n"," Japan Meteorological Agency (JMA) \n"
1531,"0101000020E610000017D9CEF753636040FED478E926714040","0101000020110F00001EB7ABD02FD66B4125EEC580F6994D41","32.884_131.104_2020-03-04T02:10:50Z","2020-03-04T02:10:50Z","Asosan","Japan","\nJMA reported that eruptive activity at Asosan was recorded during 25 February-2 March. Gray-to-white ash plumes rose 700 m above the crater rim and caused ashfall in areas downwind. The sulfur dioxide emission rate was high, ranging from 1,500 to 4,900 tons per day. The Alert Level remained at 2 (on a scale of 1-5).\n"," Japan Meteorological Agency (JMA) \n"
1532,"0101000020E6100000F0A7C64B37F95F404A0C022B8716FB3F","0101000020110F00000A9493DEB4276B41106F73A15A020741","1.693_127.894_2020-03-04T02:10:50Z","2020-03-04T02:10:50Z","Dukono","Indonesia","\nBased on satellite and wind model data, the Darwin VAAC reported that during 26-29 February and 1 March ash plumes from Dukono rose to 2.1 km (7,000 ft) a.s.l. and drifted S, SW, and W. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to remain outside of the 2-km exclusion zone.\n"," Darwin Volcanic Ash Advisory Centre (VAAC),Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
1533,"0101000020E61000009CC420B0728063402B8716D9CE574940","0101000020110F0000B90096701690704104B889650C0C5941","50.686_156.014_2020-03-04T02:10:50Z","2020-03-04T02:10:50Z","Ebeko","Russia","\nVolcanologists in Severo-Kurilsk (Paramushir Island), about 7 km E of Ebeko, observed explosions on 21, 25, and 27 February that sent ash plumes up to 2.9 km (9,500 ft) a.s.l. Ash plumes drifted S, SE, and NE; ashfall was reported in Severo-Kurilsk on 22 February. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
1534,"0101000020E6100000B81E85EB51E85F40022B8716D9CEF73F","0101000020110F000070AC84535B196B41E8F26F34F0380441","1.488_127.630_2020-03-04T02:10:50Z","2020-03-04T02:10:50Z","Ibu","Indonesia","\nThe Darwin VAAC reported that on 27 February an ash plume from Ibu rose to 2.1 km (7,000 ft) a.s.l. and drifted SW based on satellite images and weather models. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to stay at least 2 km away from the active crater, and 3.5 km away on the N side.\n"," Darwin Volcanic Ash Advisory Centre (VAAC)\n"
1535,"0101000020E6100000355EBA490C5A5F40736891ED7C3F0640","0101000020110F0000A59F386C86A06A41FFB00E8714E71241","2.781_125.407_2020-03-04T02:10:50Z","2020-03-04T02:10:50Z","Karangetang","Indonesia","\nPVMBG reported that during 24 February-1 March lava continued to effuse from Karangetang?s Main Crater (S), traveling as far as 1.8 km down the Nanitu, Pangi, and Sense drainages on the SW and W flanks. Sometimes dense white plumes rose 150 m above the summit; foggy weather occasionally prevented observations. Incandescence from both summit craters was visible at night. The Alert Level remained at 2 (on a scale of 1-4).\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
1536,"0101000020E610000037894160E5505940F4FDD478E926FBBF","0101000020110F00003B554D1D3A80654131D4E969461007C1","-1.697_101.264_2020-03-04T02:10:50Z","2020-03-04T02:10:50Z","Kerinci","Indonesia","\nPVMBG reported that at 0600 on 1 March and 0742 on 2 March brown ash emissions rose 400-500 m above Kerinci?s summit and drifted SSW and NE, respectively. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to remain outside of the 3-km exclusion zone.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
1537,"0101000020E6100000068195438B146440BA490C022B074C40","0101000020110F0000547E3D9ADD0D714167218EF028E05C41","56.056_160.642_2020-03-04T02:10:50Z","2020-03-04T02:10:50Z","Klyuchevskoy","Russia","\nKVERT reported that Strombolian activity at Klyuchevskoy was visible during 21-28 February, and a strong thermal anomaly was identified in satellite images those same days. A gas-and-steam plume containing some ash drifted 120 km E on 23 February. The Aviation Color Code remained at Orange.\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
1549,"0101000020E610000017D9CEF753636040FED478E926714040","0101000020110F00001EB7ABD02FD66B4125EEC580F6994D41","32.884_131.104_2020-03-18T03:03:52Z","2020-03-18T03:03:52Z","Asosan","Japan","\nJMA reported that eruptive activity at Asosan was recorded during 9-16 March. Gray-to-white ash plumes rose 600-800 m above the crater rim and caused ashfall in areas downwind. The sulfur dioxide emission rate was high at 1,600-1,700 tons per day on 11 and 16 March. The Alert Level remained at 2 (on a scale of 1-5).\n"," Japan Meteorological Agency (JMA) \n"
1538,"0101000020E61000008716D9CEF79B6140AC1C5A643B3F3B40","0101000020110F000028BA45BE3CE96D41AB661996DE104841","27.247_140.874_2020-03-04T02:10:50Z","2020-03-04T02:10:50Z","Nishinoshima","Japan","\nThe Japan Coast Guard (JCG) presented InSAR results from 17 November 2019 to 28 February 2020 showing growth of Nishinoshima?s central cone alomg with changes to the island?s surface and expansion of the coastline from lava flows. During an overflight on 17 February observers noted continuous activity from the central vent, including a diffuse ash plume rising about 600 m. Ejected material landed near the cone?s base. Lava flowed into the sea at the N and E coasts, causing a rising steam plume. Discolored water had been seen on 4 February in an area 9 km S of the island but was not apparent during the overflight possibly due to weather conditions. The marine exclusion zone was defined as a radius of about 2.6 km from the island.\n"," Japan Coast Guard\n"
